"train_n","validation_n","test_n","kappa","precision","recall","computation_time(seconds)","test_accuracy","average_accuracy"
"63976","21232","21142","0.12885107728986392","0.10329085029484497","0.7469050894085282","2472","76.83284282684326","75.79982219024028"
